"","g2","CI_lower","CI_upper","Rate","Rep"
"252",0.00520006108882476,-1.06823608018169e-06,0.0155993631707668,0.95,"Replicate52"
"253",0.0335416430854134,0.0121911296609258,0.0763002438192886,0.95,"Replicate51"
"254",0.0168356762631676,5.38902005161327e-06,0.0486180527499396,0.95,"Replicate50"
"255",-8.56500152912609e-07,-1.1458185727925e-06,-4.24574605384365e-07,0.95,"Replicate5"
"256",0.00091041099667688,-1.26602771306217e-06,0.00266619218460416,0.95,"Replicate49"
"257",-1.23979324750945e-06,-1.84311604579102e-06,-6.86117166093236e-07,0.95,"Replicate48"
"258",0.032100911650278,0.000415653968003182,0.0849506609338291,0.95,"Replicate47"
"259",0.0516144728919321,0.00470655990392242,0.10908639078251,0.95,"Replicate46"
"260",0.00612135530236557,-1.1480897336158e-06,0.0142993005912954,0.95,"Replicate45"
"261",0.045903372828159,0.00445289189732798,0.111840582645182,0.95,"Replicate44"
"262",8.60385638290495e-08,-1.41271334847259e-06,1.9260053969794e-06,0.95,"Replicate43"
"263",0.00701710154308199,-1.12265491318264e-06,0.0283423679834541,0.95,"Replicate42"
"264",0.000279353177313757,-3.56756820618642e-07,0.000778220529660895,0.95,"Replicate41"
"265",0.0244562659339751,0.00147409327235605,0.0794635619371242,0.95,"Replicate40"
"266",-3.84153338139903e-07,-7.33449214526671e-07,-2.46883734345006e-08,0.95,"Replicate4"
"267",0.0262947996809828,0.00366463410063496,0.0673553179960723,0.95,"Replicate39"
"268",0.0115948697536583,-1.53744271451373e-06,0.0243553281937009,0.95,"Replicate38"
"269",4.63683016427296e-08,-5.30442982241141e-07,6.54724100190851e-07,0.95,"Replicate37"
"270",0.0309860031956186,-1.3649711697844e-06,0.0867562078031892,0.95,"Replicate36"
"271",0.0201803359258137,-1.79244052509742e-06,0.0630908834380418,0.95,"Replicate35"
"272",0.0198641803764188,4.00277874140764e-07,0.0800534219902053,0.95,"Replicate34"
"273",0.00279703753741489,-2.02609828613975e-06,0.00909875645571354,0.95,"Replicate33"
"274",0.0258831952142831,-5.59894153831508e-07,0.0693791485072677,0.95,"Replicate32"
"275",0.00697825436932842,0.000222937451156879,0.0155582860701257,0.95,"Replicate31"
"276",4.12586671050263e-06,-1.13087840152293e-06,1.26797223923614e-05,0.95,"Replicate30"
"277",0.0180527264355652,-9.44137235378562e-07,0.0409684755807993,0.95,"Replicate3"
"278",0.0127443730895835,-7.61674113983202e-07,0.0463368585367256,0.95,"Replicate29"
"279",0.00385706006458086,-4.95118510743242e-07,0.0115018109131784,0.95,"Replicate28"
"280",0.0265410706287552,0.00140569944220681,0.0652491035041941,0.95,"Replicate27"
