"","g2","CI_lower","CI_upper","Rate","Rep"
"359",2.84031520436656e-06,4.62828682190608e-07,5.3773044423e-06,1e-08,"46"
"360",7.46566475973154e-07,-1.21979775687952e-06,3.3579553635088e-06,1e-08,"45"
"361",2.41638063558369e-07,-1.12715713795619e-06,1.54275118068314e-06,1e-08,"44"
"362",2.11444544007122e-06,-3.65480638242488e-07,5.27894168146358e-06,1e-08,"43"
"363",2.73455714006055e-06,5.89257832001034e-07,4.99866388088965e-06,1e-08,"42"
"364",1.31198374320185e-06,-2.28872218008269e-07,2.56435103109243e-06,1e-08,"41"
"365",2.8558346043539e-07,-1.0545624405861e-06,1.3723826021883e-06,1e-08,"40"
"366",4.58743745834767e-06,1.47070935648252e-06,7.73198397635011e-06,1e-08,"4"
"367",5.80753584333848e-07,-1.15859673719687e-06,2.52490089658886e-06,1e-08,"39"
"368",5.88592394379361e-07,-1.12949106104154e-06,2.49708015230832e-06,1e-08,"38"
"369",-1.11192066665211e-08,-2.63992802794488e-06,3.3982664176091e-06,1e-08,"37"
"370",-6.28985010187044e-07,-1.91388774470336e-06,4.60670898905224e-07,1e-08,"36"
"371",1.35310112914233e-06,-1.38817768547406e-06,4.16927412472678e-06,1e-08,"35"
"372",1.7392898457036e-06,3.66532687573474e-07,3.59739285485383e-06,1e-08,"34"
"373",5.30598156522899e-07,-3.02949036436184e-06,5.399850888127e-06,1e-08,"33"
"374",7.35464023016164e-06,3.46026805770894e-06,1.07567882771165e-05,1e-08,"32"
"375",9.33886491560898e-06,3.18221772867555e-06,1.55224516971752e-05,1e-08,"31"
"376",1.20571389270463e-05,7.00960377852389e-06,1.63152470927685e-05,1e-08,"30"
"377",1.15136457257137e-06,-6.79591141478086e-07,2.82858486645443e-06,1e-08,"3"
"378",2.40509066906647e-06,4.15585320123757e-07,4.71784384539209e-06,1e-08,"29"
"379",7.73776579920948e-07,-1.03763410214952e-06,2.29342807815946e-06,1e-08,"28"
"380",1.56698620612516e-06,-2.04038138840179e-07,3.10692926407396e-06,1e-08,"27"
"381",4.72895419845187e-06,1.9876717106293e-06,8.30338912012895e-06,1e-08,"26"
"382",1.83977690926262e-06,5.93763042416873e-07,3.25187341392863e-06,1e-08,"25"
"383",3.34802632795395e-06,6.19490922076916e-07,7.85491607254162e-06,1e-08,"24"
"384",5.41347184856988e-07,-6.81320022807852e-07,2.38047814173359e-06,1e-08,"23"
"385",6.58214784454714e-07,-8.46073870391928e-07,1.90495902551713e-06,1e-08,"22"
"386",2.09370762060956e-06,-4.83036220072508e-07,5.00284460316358e-06,1e-08,"21"
"387",1.36853599497222e-06,-2.92351024266946e-07,3.02352333786948e-06,1e-08,"20"
"388",2.05069917935674e-07,-1.70564560348363e-06,2.38698836794726e-06,1e-08,"2"
"389",2.13542396765298e-06,6.43762370716727e-07,3.60427418307219e-06,1e-08,"19"
"390",-5.49511404934755e-07,-2.00275263475547e-06,6.54019773271841e-07,1e-08,"18"
"391",2.34860597747577e-06,-3.56504171997174e-07,5.08121298526953e-06,1e-08,"17"
"392",3.83257221381328e-06,1.36775862105698e-06,6.63895639556044e-06,1e-08,"16"
"393",-1.75968652049718e-06,-3.96329448396904e-06,1.59758300762868e-06,1e-08,"15"
